ID,SPEAKER,TEXT,LING_FEATURES,NOTES,pegasus_summary
T532,A,Don't know.,uncertainty_gen,,"What do you think is the most interesting thing about this year's Eurovision Song Contest, which took place in Kiev, Ukraine, on Saturday, 11 June?"
T532,Q,Did you -- did you have any input into which documents you wanted to review?,disfluency_repeat,,"As part of our series of letters from African journalists, we asked you to tell us what you thought about some of the most important news stories of the past year."
T532,A,"I -- I did ask for the added inmates that Dr. Venters referred to, their medical records, although
I -- come to find out that they were already in the works coming my way. And the extra-sized sheet that I referred to, I asked for that, although later on, I found I already had it, a couple of things like that.","disfluency_repeat, disfluency_gen",,"The following is the full text of the interview with Venters, which was broadcast on the BBC's Andrew Marr Show on Monday..<n>"
T532,Q,"Okay. So other than those, you did not select which documents you were going to review?",,,What are the documents you are going to look at and what do you think are the most important things that you will be looking at in your review?
T532,A,"Not that I -- I didn't slect the things on the list, no. ","disfluency_repeat, disfluency_gen",,"So, here's my list of the top 10 things you should never do if you're in charge of the world's most powerful country."
T532,Q,Did you review any grievances?,,,"Did you take the time to look at your grievances and make sure they were dealt with properly in the last 12 months or so, as we have done in the past?"
T532,A,Quite a number of them.,,,"What are some of the most striking images from this year's Glastonbury music festival, which took place in Somerset, England, over the weekend?"
T532,Q,I don't believe there's grievances listed here as something that you reviewed.So are you referring to grievances that were within the medical records of the individuals that you reviewed?,uncertainty_hedge,,"The BBC's Stephen Sackur has been speaking to former Health Secretary Jeremy Hunt about his review of the NHS, which found that the way the NHS was run was ""fundamentally flawed""."
T532,A,"There were -- there were grievances within the -- the medical records. And I don't have ability
to -- the grievance is a particular sheet, and it doesn't say medical on it. So having received numerous sheets, I can't say that they were all in the medical record. But they were in the records that I received.","disfluency_repeat, disfluency_gen",,"In an interview with BBC Radio 4's Today programme, Prime Minister David Cameron has said that he did not know all the grievances in the medical records that were sent to him by the government."
T532,Q,You -- you didn't -- you didn't ask to review medical grievances?,disfluency_repeat,,"Did you ask to be treated by a doctor who wasn't qualified to do so, or was your doctor unqualified to do so, or was your doctor unqualified to do so?"
T532,A,"Not in -- not in isolation, no. There were grievances about non-medical things.",disfluency_repeat,,"The BBC's health correspondent, Jeremy Vine, asks whether there were any medical issues raised by those protesting outside the Houses of Parliament in London on Thursday."
T636,Q,"Okay. And while we're on the literary vent, the Muse is your literary magazine?",,,"We're on the literary vent, and this week we're on the Muse, a literary magazine that's written by and for people who love literature."
T636,A,Correct,,,
T636,Q,"Again, do students get credit for participating in the Muse",,,The BBC's science and technology correspondent Tomi Oladipo looks at some of the challenges faced by students taking part in this year's BBC Young Scientist and Technology Awards.
T636,A,No.,,,
T636,Q,And how is that curriculum-related,,,"In our series of letters from African journalists, filmmaker and columnist Femi Adetiba looks at some of the issues that matter most to people living in the continent."
T636,A,"So our Muse consists of journalism, as well as we have students that submit artistic work for the Muse. And so they have publications in there of their artwork, as well as their literary poems or other types of literary writings.",,,"The Muse is a literary magazine that we have in our school, and it's a literary magazine that we have in our school, and it's a literary magazine that we have in our school, and it's a literary magazine that we have in our school, and it's a literary magazine that we have in our school."
T636,Q,"But this is stuff they're doing from their own creativity, not as a result of courses; is that Correct?",,,"Students at the University of Bath are making their own versions of the classic children's book, The Snowman and the Snow Queen, which was first published in the 1930s."
T636,A,"There are things in the Muse that have been created in the art class and/or the English class. If there's a poem written, they are able to submit it to the Muse —",cond_real,,"Students in the English and art classes have been working together to create a poem that will be sent to the Muse, a collection of poetry written by children from around the world."
T636,Q,But there are --,disfluency_correction,,"BBC Sport takes a look back at some of the most memorable moments from this year's Rugby World Cup, including England's shock win over New Zealand in the semi-final and Wales' shock victory over Australia in the final."
T636,A,--for publication.,disfluency_correction,,"A selection of the best news photographs from the past 24 hours, courtesy of AFP, AP, EPA, Reuters, Getty Images and Reuters news agency."
T636,Q,"-- also people who just do their writing at home on the weekend, and they submit it, and it gets accepted; is that correct?",disfluency_correction,,"Is it correct to say that the BBC does not accept work that has been written by people who have not been to a writing workshop, or who have not been to a writing class?"
T636,A,Yes.,,,
T636,Q,"So for those people who are not doing it for a course, how is it curriculum-related?",,,"There are now more than one million people in the UK who are taking part in the Get Inspired campaign, which aims to inspire people to get active and get involved in their communities."
T636,A,"You said for those people that are not doing it for a course, how is it curricular-related?",,,"What do you make of the idea that people who are not doing it for a course are doing it for the sake of doing it, or are doing it because they want to do it?"
T636,Q,Right,,,
T636,A,"We -- I mean, the goal of high school is to hope that these kids will continue in the courses and expand their knowledge of it or expand their practice of it.",disfluency_gen,,"It's not just the teachers who are concerned about what's going on in the classroom, it's also the parents, the students, the community, the country."
T636,Q,Okay.,,,
T636,A,And I think we probably all can agree that all overall goal of high school is to have kids go out and take what they've learned in class and apply it to jobs or skills. So it gives them opportunities to continue practicing their writing or their publications or their artwork.,uncertainty_hedge,,I think it's a good idea for high school students to be able to go out into the world and do things that they might not have been able to do otherwise.
T665,Q,"Is there a concern that if you propose the GSA as an official club, that there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?","cond_unreal, uncertainty_hedge",,"Is there a concern that if you propose the GSA as an official club, that there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?"
T665,A,No.,,,
T665,Q,So what is the impediment today to requesting that the GSA be a -- become an official club?,disfluency_correction,,The General Society of the Army (GSA) is a non-profit organisation with a mission to promote and protect the interests of the armed forces and their families.
T665,A,What would they have to do to become an official club?,cond_real,,BBC Sport takes a look at some of the lesser-known clubs in the Premier League who are hoping to get into the top flight in the future.
T665,Q,Sure.,,,
T665,A,"They would need to write a proposal and show that they can have sustainability. And then we'd have to analyze how that fits into our curriculum. And then, ultimately, the School Board gets to decide those that are proposed.","conditional_gen, temp",,"In the future, we'd like to see more sustainability projects in our schools, but first we'd have to look at what kind of projects are out there and what kind of standards are out there."
T665,Q,"But, as of today, you're unwilling to commit to allowing -- to proposing them because of your concern about the past history and the sporadic nature of the club; is that correct?","disfluency_gen, temp",,You've said that you'd be open to the idea of a permanent home for Manchester United at Old Trafford if the Glazer family were to be allowed to buy the club.
T665,A,Correct.,,,
T665,Q,"And what would they have to do to overcome that, in your estimation?","uncertainty_hedge, conditional_gen",,What would you say is the biggest threat to the UK's long-term future if the Conservatives win the general election on 8 June and take control of the House of Commons?
T665,A,"I would like to see more curricular connections with it, not just coming up in times of controversy, so that I know that kids are gaining something related to the academics out of it.",cond_real,,"I would like to see more of an emphasis on the arts in schools, and more of an emphasis on the visual arts, rather than just the performing arts."
T665,Q,"And the controversy you referred to is the controversy over the teachers not allowed to post --
I think there were flags or LGBTQ-supporting information in the classroom; is that correct?
",uncertainty_hedge,,"Is it correct to say that the teachers were not allowed to post on social media because of the ""LGBTQ-supporting information"" that was being shared?"
T665,A,"Right. I would just like to see them sustain for support for each other versus just coming and going, electing leaders that elect new officers at the end of the year and then they carry it over into the next year. And they've not been able to sustain themselves.",cond_real,,"What would you like to see happen to the leadership of the Labour Party in the House of Commons, and what would you like to see happen to the leadership of the Liberal Democrats?"
T665,Q,"But you agree that if they could advertise in the school and spread the word around about their existence as an official club, that would help attract students; is that fair?",cond_real,,It's not fair that a school's sports club can't advertise in the school newspaper or advertise in the sports club's club section of the club's website.
T665,A,No.,,,
T665,Q,Why?,,,
T665,A,"We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership. Because of today's world we have social media. We have multiple other ways to advertise.",,,"If you would like to advertise on this website, please use the form at the bottom of this page.<n> We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership."
T665,Q,"You don't think being able to advertise and being able to be known as an official club, being in the Student Handbook, would be beneficial to any club, in terms of its support?",cond_real,,"What do you think about student clubs being able to advertise and be known as an official club in the Student Handbook, in terms of its support?"
T665,A,"I'm not saying whether it would or would not be beneficial to it. I can tell you that there are
clubs that do not get advertised that have a large membership base.",cond_unreal,,"Is it right for a club to be advertised in the local paper and have their own website and social media accounts, rather than just having their own website and social media accounts?"
T723,Q,Did you strike Mr. Terranova?,,,What did you do when you found yourself on the wrong side of the law in your home town?... and what did you do when you did?
T723,A,I defended myself after he struck me.,temp,,"A man has been arrested after allegedly punching a woman in the face in the street outside a McDonald's restaurant in London's West End, police say."
T723,Q,"Right. And in defending yourself, did you strike Mr. Terranova?",,,"You're right, you're right, you're right, you're right, you're right, you're right, you're right."
T723,A,"I did not strike him, no.",,,"""I did not strike him, no.""<n>""I did not strike him, no.""<n>""I did not strike him, no."""
T723,Q,In what manner did your body come into contact with his?,,,How did you feel when you heard the news that Prince Harry had been killed in a helicopter crash in southern England on Saturday?... and how did you feel when you found out he had died?
T723,A,"I basically grabbed his arm when he jabbed his pen in me, at my hand and poked my hand, and then after he hit me on the side of the head twice with his left arm, I basically defended myself. I got up and I was blocking myself, and as I was blocking myself, I was pushing him up against the wall and I put my fingers into his eyes to defend myself, disarming him of his pen.","disfluency_gen, temp",,"In an exclusive interview with BBC Newsnight, British boxer Amir Khan explains how he disarmed a man who attacked him with a pen during a weigh-in for the London 2012 Olympics."
T723,Q,Did you put your fingers in his eyes just once?,,,"How many times have you put your fingers in the eyes of someone you love, only to find out later that it was just a peck on the cheek?"
T723,A,"I kept pressure on -- with my hands over his face and over his eyes as we fell towards the wall where the emergency — not the emergency, where the notification button is to the — to the tower.","disfluency_gen, disfluency_correction, disfluency_repeat",,"As we fell down the stairs, I kept my hand over his face as we fell towards the wall where the emergency - not the emergency, the notification button is the - to the tower."
T723,Q,Okay. Did any -- at any point that morning did any deputies enter the attorney conference room?,"disfluency_gen, disfluency_correction",,Is this the first time you've ever seen a sheriff's deputy enter the office of a county attorney in the middle of a criminal case?
T723,A,No.,,,
T723,Q,"All right. So according to your complaint, you say that Deputy Thompson arrived first at -- in the inmate side of the hall; is that correct ?",disfluency_correction,,"You say that Deputy Thompson arrived first at the scene of the shooting, and that he was the first to arrive at the scene, and that he was the first to arrive at the scene of the shooting?"
T723,A,"Yes, the first officer with his K-9.",,,"Can you imagine being a police officer and being the first person you see when you get to the front line, and being your dog's first handler?"
T723,Q,Can you describe for me what he did when he arrived?,,,This is the story of a young boy who was taken to hospital by his mother after he was bitten by a dog in the street in north London.
T723,A,"I was standing at the door ready to walk out, waiting for the door to open up. Once it clicked, they open it up and I walked towards the door and he grabbed me by my shirt, but he didn't pull me out, I walked out on my own will, own free-will. He basically had ahold of my shirt. That's pretty much as I exited.","disfluency_gen, uncertainty_hedge, temp",,"This is what happened when I walked into a restaurant and a man grabbed me by my shirt. Once it clicked, they open it up and I walked towards the door and he didn't pull me out, I walked out on my own will, own free-will."
T723,Q,Can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him?,uncertainty_hedge,,"I'm writing to express my concern about the conduct of the former mayor of Belfast, Michael Thompson, in the run-up to the Northern Ireland Assembly election."
T723,A,"Yeah, basically, there's a — there's a few things. I followed his order to sit down on the ground. That's what -- that's what his first order was, so I sat down on the ground. And then he immediately said no, I want you facedown on the ground in a prone position. He was cursing while he was doing this. And at me to do it, get down on the fucking ground, and I did all of those things. I conceded and did not resist. He testified to that. You were there in the courtroom when he testified to that.","disfluency_gen, uncertainty_hedge",,"In an exclusive interview with the BBC's Victoria Derbyshire, Ronda Rousey explains why she did not resist when confronted by former UFC heavyweight champion Mike Tyson."
T723,Q,Did Deputy Thompson use force against you?,,,Watch the video above to find out what happened after a police officer was attacked by a man armed with a knife while responding to an emergency call in the early hours of Sunday.
T723,A,Did he use force againse me?,,,Is this the moment when you realise that you're not the only one who's being held against your will by a man who's trying to kill you?
T723,Q,Yes.,,,
T723,A,"Well, what — what he did was, he was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. His K-9 dog was biting at my leg and I ended up trying to protect my leg because he was up on my upper back now, I am protecting my leg with my right hand while he was biting at my leg. The dog ended up biting my hand, my right hand.","disfluency_gen, temp",,"The owner of a dog that bit a police officer on the leg says he was trying to protect his leg when the dog bit him, but the officer says he was trying to protect himself."
T723,Q,"I am sorry, the dog bit your right hand or your leg or both?",,,"I'm sorry, but the dog bit you on the right hand or your leg and not both, so I'm not sure what the problem is."
T723,A,My right hand. My right hand.,disfluency_repeat,,"My left hand is my left hand, my right hand is my right hand, my left hand is my right hand, my right hand is my right hand, my left hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right hand, my right hand is my right"
T723,Q,So the dog did not bite either of your legs?,,,"A man has told how he was walking his dog when it bit him on the leg, causing him to lose his balance and fall to the ground."
T723,A,"He was biting at my leg. He was biting at my leg, at my upper thigh and at my buttocks. My — and then that's where my hand was, so I put my hand there, you know, to shoo him away and then he bit my hand too. The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all and basically he was using extra force on my back.",disfluency_gen,,"In an interview with the BBC's Victoria Derbyshire programme, model Cara Delevingne says she was bitten by a police officer while she was being arrested for shoplifting in London."
T723,Q,Can you describe what he was doing on your back?,,,"This is a picture of a man who is doing a handstand on the roof of a building., he is standing on top of the roof of a building."
T723,A,"Leaning on my back. I don't know, I was facedown, but my back — he was on my upper part of my body.","uncertainty_gen, disfluency_gen",,This is the moment a man fell to the ground and hit his head on a wall.<n> The man fell to the ground and hit his head on a wall.
T723,Q,"And you described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back?",,,"What did you do when you saw the dog running at Deputy Thompson's feet, and did you think he was going to attack you or did you think the dog was going to run away?"
T723,A,I'm sorry?,,,
T723,Q,"You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?",cond_real,,"Is it true that you were leaning on Deputy Thompson's back while he was trying to control the dog, or was he leaning on your back as he was trying to control the dog?"
T723,A,"I was like -- I was facedown. They just -- I just explained it to you, the dog was biting at my leg and -- ",disfluency_gen,,"A woman who was attacked by a dog while walking her pet says she was ""facedown"" when she told the animal to ""go away"" after it bit her."
T723,Q,So is it accurate you were moving as Deputy Thompson was leaning on your back?,,,As you can see Deputy Thompson was leaning on his back and moving his arms and legs as if he was trying to get out of the way of the car.
T723,A,"I was laying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away, and he was on my back, so I am just showing you so you can see, so if I am facedown, I am shooing away. You can't see my arm, but basically it was down by my buttocks where my arms are. The length of my arm.","uncertainty_hedge, disfluency_correction",,"In an exclusive interview with the BBC's Victoria Derbyshire, model Kate Moss explains why she moved her arm to protect herself when she was attacked by a homeless man in New York."
T723,Q,"All right, so you just put your arm straight back, almost as if -- it looks like you were maybe partway to a position you would take to be handcuffed behind your back, is that an accurate description of what you just did with your body?","cond_unreal, uncertainty_hedge, disfluency_repeat",,"What do you do when you're in a police car and you don't know what's going to happen, but you don't know what to do about it?"
T723,A,"Correct, if your hands are to the side, you know, and then eventually you're going to be handcuffed, you know, so they're going — only going to go a short distance from where they are on the side.","cond_real, uncertainty_hedge, disfluency_repeat",,"As part of our series of letters from African-American journalists, filmmaker and columnist Major Garrett looks at some of the most common misconceptions about African-Americans and how they've been treated by the media."
T723,Q,Okay. The dog was leashed; is that correct?,,,"Is this the first time you've seen a dog walking on a public street in your life?, or is it the first time you've seen a dog on a public street in your life?"
T723,A,"Yes, he was.",,,"He's been called the most powerful man in the world, but was Donald Trump the most powerful man in the world when he won the US presidential election?"
T723,Q,Did there come a time where Deputy Thompson did not have -- was not holding the leash?,disfluency_correction,,"In this week's episode of ""Ask the Deputy"", the BBC's Mark Lowen asks Deputy Thompson whether he has ever held the leash on a dog."
T723,A,"It didn't appear. He had to have the leash, because the dog was not in the camera, not in the surveillance. He wasn't in the surveillance camera, but the dog is there because you see him running. You see him running.","uncertainty_hedge, disfluency_repeat",,A man was walking his dog in the middle of the street when the dog's leash failed to appear on a surveillance camera in the middle of the street.
T723,Q,I guess --,"disfluency_gen, uncertainty_hedge",,
T723,A,"I don't know what's going on. Am I getting back — back noise? He was running down the hallway with the dog, so we know the dog is there, but the camera, surveillance camera doesn't cover the entire view of the corridor. For some reason this is two to three feet from the ground up, so you don't see the dog and that's why you don't see the dog in the photos, but you see the dog in the video until he's out of the -- out of the video screen.",disfluency_repeat,,This is what happened when a police officer was shot and killed while on duty at the scene of an armed robbery at a gas station in the early hours of Sunday morning.
T723,Q,"I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands? And if you don't know, that's fine too.","cond_real, uncertainty_hedge",,"Some of you have said that you don't know anything about Deputy Thompson's actions. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands?"
T723,A,"Oh, I don't know.",uncertainty_hedge,,"What do you think is the most important word in the English language, and what do you think is the most important thing in the English language, and what do you think is the most important thing in the world?"
T723,Q,"Okay. You're not claiming that the dog was instructed to bite you, are you?",,,"You're not claiming that the dog was instructed to bite you, are you?...TrademarkiaTrademarkiaTrademarkiaTrademarkiaTrademarkiaTrademarkia.Trademarkia.Trademarkia.Trademarkia.Trademarkia"
T723,A,No.,,,
T723,Q,Did Deputy Thompson handcuff you?,,,Watch this video of a man being arrested by a sheriff's deputy after a disturbance at a McDonald's restaurant in the city of Belfast.
T723,A,"I -- I don't know, I was facedown.","uncertainty_hedge, disfluency_repeat",,"Is this the first time you've ever heard me say ""I don't know"", or is it the first time you've ever heard me say ""I don't know""?"
T723,Q,And what's your recollection of how many times you were bitten by the dog?,,,What are your memories of when you were bitten by a dog and what was the first thing you thought when you realised it was a dog and not a human?
T723,A,"He was biting at my leg and he bit my hand the one time and then -- and then the other officers got there, they were grabbing my hand and arms, bending my arms behind my back, so I don't know after that point. There was additional officers that were on the scene now. Where the excessive force is, is that Deputy Thompson had control of me down on the ground. He could have called off the dog, no pun intended, off the dogs that were running down on me, which was about six, six or seven deputies and he didn't do any of that.","uncertainty_hedge, disfluency_repeat, temp, cond_unreal",,"Here's what the man who was bitten by a police dog in Florida has to say about the incident: ""I was trying to get away from the dog and he started running at me."
T723,Q,"Just to clarify, when you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies?",,,"When you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies, and that's not what you're talking about."
T723,A,That's correct.,,,"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at some of the most striking images from this year's Cannes Film Festival."
T723,Q,Okay.,,,
T723,A,"They were running, they ran down the hall. It's in the video. And basically they ran down on the hall out of control, jumping on me and doing whatever. I don't know who had my arms or who didn't have my arms, but there was six officers on top of me because they're on the screen, there's nowhere else they could be but on the top of me, because the camera has a full view of the room, of the hallway, excuse me, the four foot wide hallway, except for two to three feet, so everybody had to be on top of me at some part of my body.","uncertainty_hedge, disfluency_correction",,"In an exclusive interview with the BBC's Victoria Derbyshire, a man who was shot and killed by police in north London has described the moment he was attacked by officers."
T723,Q,Okay. The next person that I want to talk about is Sergeant Biegaj,,,This week I'm talking to a soldier who's been in Afghanistan for more than a year and he's been through some pretty tough times.
T723,A,That's correct. Yeah.,,,"Is this the first time you've ever heard the word ""no"" in the same sentence as the word ""no"" in the same place?"
T723,Q,Can you describe for me what he did?,,,I'm writing to you because I've been following the story of a young man who was killed by a car bomb in central London on Saturday.
T723,A,"Well, just from reviewing the video, and this is how I can recollect, that he came — he was the first officer to arrive after Deputy Thompson and he went down on his knees on my back and one of his knees must have struck the floor.","disfluency_correction, uncertainty_hedge",,"When I first saw the video of the shooting, I thought it was a very brave police officer to come to the aid of Deputy Thompson, who had come under fire."
T723,Q,"Went down on his knees, did you say on your back?",,,"Do you remember the last time you saw this guy standing on his tiptoes, did you say he was on his tiptoes?, did you say he was on his tiptoes?"
T723,A,Yes.,,,
T723,Q,Do you know which of his knees was on your back or was it both?,,,"Take a look back at some of the more memorable moments from this year's Eurovision Song Contest, including this year's winner, Ukraine's Volodymyr Rytso."
T723,A,"I was facedown, I don't know. I am only going by with the film, what's in the film and on the film. He was jumping. You could see he was jumping and then a couple minutes later, a couple seconds, not minutes, a couple seconds later he's -- he's hopping around down the hallway supposedly with some type of injury from -- from falling on his knee .","uncertainty_hedge, disfluency_repeat, disfluency_correction",,"On the set of the new James Bond film Spectre, Spectre actor Daniel Craig was seen jumping from the top of the film's set to jump on to the set of the next film Spectre."
T723,Q,Okay. And you were facedown when this occurred; is that right?,,,"It's not often you get to see the face of Donald Trump in public, but that's exactly what happened when the president of the United States appeared on the Tonight Show with Jay Leno on Monday night."
T723,A,That is correct.,,,"In our series of letters from African journalists, we look at some of the most striking stories from the past week, including the arrest of former South African President Thabo Mbeki and the death of his wife, Letizia."
T723,Q,Okay. And so how was it that you know that it was Sergeant Biegaj who did this?,,,This is the moment a police officer was shot dead by a man who then turned the gun on himself in the street outside the police station in the north London borough of Islington.
T723,A,"The film. I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position and he certainly wasn't reaching down to handcuff me. He was -- he's jumping down. You can see he's running down on me.",disfluency_correction,,"In the wake of a video showing a New York City police officer kicking unarmed black teenager Michael Brown in the head and body, the officer's union has called for an investigation into the officer's actions."
T723,Q,"Did you know Sergeant Biegaj before March 9, 2018?",temp,,"BBC News NI takes a look back at some of the top stories from the past 24 hours in the world of NI news, including the death of a police officer in a shooting in the north-east of the country, the arrest of a man accused of trying to murder a woman in the south-west of the country, and the arrest of a man accused of trying to murder a woman in the east of the country."
T723,A,I certainly did.,,,"Do you remember when you were a child and your parents told you not to speak to your friends because they might think you were a liar, a thief or a criminal?"
T723,Q,"What about Deputy Thompson, did you know him before the date of this incident?",temp,,"The deputy who was shot and killed by a man who then turned the gun on himself has been named as David Thompson, who had been working for the Metropolitan Police for more than 20 years."
T723,A,Deputy who?,,,What do you do if you're the deputy speaker of the House of Representatives and you don't know who the speaker of the House of Representatives is?
T723,Q,Thompson.,,,
T723,A,Did not. Never interacted with Deputy Thompson.,,,"Did you know that Deputy Thompson is a member of the National Guard and has served in Afghanistan for more than 30 years, and that he has served as a police officer for more than 20 years?"
T723,Q,And have you described everything that Sergeant Biegaj did that you claim was excessive force ?,,,"Have you ever spoken to Sgt Biegaj or any of the other officers who have been involved in this case , or have you ever spoken to anyone who has been involved in this case?"
T723,A,"Yeah, he put his knee on my back when I was in a prone position.",,,"I'm not sure what happened, but he put his knee on my back when I was in a prone position, so I'm not sure what it was."
T723,Q,Your complaint then says that Deputy Shawn Wilson and Sergeant Dee grabbed your hands and arms and were bending and twisting them in an abnormal fashion; is that accurate?,,,"Is your complaint about the way two police officers dealt with you when you were stopped by the Metropolitan Police in the early hours of the morning, about to be substantiated?"
T723,A,Yeah.,,,
T723,Q,"Okay. Did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident?",disfluency_correction,,"Two police officers who were involved in an accident while responding to a call have been charged with assault with a deadly weapon and reckless driving, according to the New York Police Department."
T723,A,"I knew Seargeant Dee. I also knew Deputy Wilson, but no interaction. But I had interactions with Sergeant Dee.",,,"I knew Seargeant Dee, I knew Deputy Wilson, I knew Sgt Dee, I knew Sgt Wilson, I knew Sgt Dee, I knew Sgt Wilson, I knew Sgt Dee, I knew Sgt Wilson, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee, I knew Sgt Dee"
T723,Q,"Okay, can you break it down for me between those two individuals, who did what?",,,There's a bit of a row between the BBC and the BBC Sport website over who should be in charge of the BBC Sport website and who should be in charge of the BBC Sport website.
T723,A,"I was facedown. They were — they were part of the report, the report that I read for the disturbance. They were saying that they were grabbing my arms. Only takes about, if you're in a prone position and your hands are behind the back, you only need to put the handcuffs on, it takes about five seconds to put the handcuffs on you and then pick you up. I was down on the ground for a minute, 20 seconds facing down.","temp, uncertainty_hedge, disfluency_repeat",,"In an interview with BBC Radio 4's Today programme, former New York City Mayor Michael Bloomberg says he was ""down on the ground for a minute, 20 seconds facing down"" when he was handcuffed by police after a disturbance."
T723,Q,What report ar you talking about?,,,"What do you think about the BBC's decision not to renew its contract with the BBC World News channel for a second year, despite it being one of the most popular channels in the world?"
T723,A,I'm sorry?,uncertainty_hedge,,
T723,Q,What report are you talking about? You said that it was in the report?,,,"The BBC's economics editor Robert Peston has been talking about the impact of Brexit on the UK economy, and how it could affect the UK's ability to borrow money."
T723,A,"The — Sergeant Smaziak, he's the investigative reporter, he did a report on — on each one person and who grabbed what and how they grabbed my arms and, you know, how they picked me up. It was in -- it's in his report. ","disfluency_repeat, disfluency_correction",,The New York Times has published an investigation into the way police handled an unarmed black man's encounter with officers in New York's Times Square last month.
T723,Q,"Are you talking about the Erie County Sherrif's Office Inmate -- or excuse me, Incident Report?",disfluency_correction,,"What do you make of this story, and what do you make of the police department's handling of it, and what do you make of the arresting officer?"
T723,A,"It's an incident report, yeah. I mean, again, like I said, I don't have that in front of me —","uncertainty_hedge, disfluency_correction",,"Here is the full text of the incident report from the New York City Police Department, which was obtained by the Associated Press, following the death of Michael Brown, who was fatally shot by a police officer on Sunday."
T723,Q,I understand.,,,"I'm sorry, but I don't understand what you're trying to say, and I don't agree with what you're trying to say."
T723,A,-- but I know that Seargeant Smaziak put it together,,,"The world's most northerly point, Svalbard, is now known as the Arctic Circle, and the Svalbard archipelago is home to the world's largest collection of frozen polar bears."
T723,Q,"All right. And does -- well, strike that. Can you describe for me what Shawn Wilson did that twisted your arms in an abnormal fashion?",disfluency_correction,,"Is this the most bizarre thing you've ever heard of the word ""twisted"", or is it just the most bizarre thing you've ever seen?"
T723,A,"Again, the handcuffs were — were not put on me right away, then they put them on me, okay, and then they said take them off, put them on the other way. So not only did they put the handcuffs on me, but they twisted the arms around, okay, and did them the opposite direction bending my shoulders back, which forces you in another position. Now, while this is all happening, they're on top of me, and if you can picture this, okay, because I'll never forget it, is that you're in a prone position, you're down and there's about six guys who weigh about 200 plus, 220 pounds each on average, and I can't breath while this is all happening, and I know what they're doing and I am saying, I can't breath, I can't breath, you have got to get off of me, okay, and they're doing this and they put the handcuffs on and I hear someone say, take them off, put them on again, put them on the opposite way, and that's what they did, they put them on the opposite way. That's how I ended up with the markings on the opposite side of my wrists.","disfluency_repeat, uncertainty_hedge, temp, cond_real",,"In an exclusive interview with NBC's Today show, former New York City police officer Jason Van Dyke explains how he ended up with markings on the opposite side of his wrists after being arrested on suspicion of assault and resisting arrest."
T723,Q,"What do you mean, put them on the opposite way?",,,"What do you mean when you say ""in the opposite way"" and ""in the opposite way"", or ""in the opposite way"" and ""in the opposite way""?"
T723,A,"Well, if your hands are behind your back in a normal position, your palms will be facing out in a normal, behind you. If you put your hands behind your back, you'll see what I am talking about. Put — why don't you try it.","cond_real, uncertainty_hedge, disfluency_correction",,"What if you put your hands behind your back in a normal position, and your palms were facing out in a normal, behind you? Well, if your hands are behind your back in a normal position, your palms will be facing out in a normal, behind you."
T723,Q,"No, thank you.",,,"Do you agree with me that it's wrong to use the word ""sex"" in the same sentence as ""gay"", "" lesbian"", ""bisexual"", "" transgender"", ""indigenous"", ""racial"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous"", ""indigenous""?"
T723,A,"Put your ,— you don't want to, okay, yeah, because it's uncomfortable.","uncertainty_hedge, disfluency_correction",,"Put your ,— you don't want to, okay, yeah, because it's uncomfortable, because it's uncomfortable, because it's uncomfortable."
T723,Q,I understand what you're saying.,,,"I'm not sure what you're talking about, but I'm not sure what you're talking about, but I'm not sure what you're talking about, but I'm not sure what you're talking about."
