ID,SPEAKER,Excerpt,LING_FEATURES,bart_summary
T532,A,"I -- I did ask for the added inmates that Dr. Venters referred to, their medical records, although
I -- come to find out that they were already in the works coming my way. And the extra-sized sheet that I referred to, I asked for that, although later on, I found I already had it, a couple of things like that.","disfluency_repeat, disfluency_gen","I -- I did ask for the added inmates that Dr. Venters referred to, their medical records. And the extra-sized sheet that I referred to, I asked for that, although later on, I found I already had it, a couple of things like that."
T532,Q,"Okay. So other than those, you did not select which documents you were going to review?",,"Okay. So other than those, you did not select which documents you were going to review? You did not select which documents you were going to review? You did not select which documents you were going to review?"
T532,A,"Not that I -- I didn't slect the things on the list, no. ","disfluency_repeat, disfluency_gen","Not that I -- I didn't slect the things on the list, no.Not that I -- I didn't slect the things on the list, no."
T532,Q,Did you review any grievances?,,"Did you review any grievances? If so, please email us at jennifer.smith@mailonline.co.uk. Did you review any grievances? If so, please email us at jennifer.smith@mailonline.co.uk."
T532,A,Quite a number of them.,,Quite a number of them. Quite a number of them. A number of them. A number of them. A number of them. Quite a number.
T532,Q,I don't believe there's grievances listed here as something that you reviewed.So are you referring to grievances that were within the medical records of the individuals that you reviewed?,uncertainty_hedge,I don't believe there's grievances listed here as something that you reviewed. So are you referring to grievances that were within the medical records of the individuals that you reviewed?
T532,A,"There were -- there were grievances within the -- the medical records. And I don't have ability
to -- the grievance is a particular sheet, and it doesn't say medical on it. So having received numerous sheets, I can't say that they were all in the medical record. But they were in the records that I received.","disfluency_repeat, disfluency_gen","There were -- there were grievances within the -- the medical records. So having received numerous sheets, I can't say that they were all in the medical record. But they were in the records that I received."
T532,Q,You -- you didn't -- you didn't ask to review medical grievances?,disfluency_repeat,You -- you didn't -- you didn't ask to review medical grievances? he asks. You -- you didn't -- you didn't ask to review medical grievances? he asks.
T532,A,"Not in -- not in isolation, no. There were grievances about non-medical things.",disfluency_repeat,"Not in -- not in isolation, no. There were grievances about non-medical things. Not in -- not in isolation, no. There were grievances about non-medical things."
T636,Q,"Okay. And while we're on the literary vent, the Muse is your literary magazine?",,"Okay. And while we're on the literary vent, the Muse is your literary magazine? The Muse is your literary magazine? The Muse is your literary magazine?"
T636,A,Correct,,Correct
T636,Q,"Again, do students get credit for participating in the Muse",,"Again, do students get credit for participating in the Muse? Do students get credit for participating in the Muse? Do students get credit for participating in the Muse? Do students get credit for participating in the Muse?"
T636,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T636,Q,And how is that curriculum-related,,And how is that curriculum-related? It's a bit of a joke. It's a joke. It's a joke. It's a joke.
T636,A,"So our Muse consists of journalism, as well as we have students that submit artistic work for the Muse. And so they have publications in there of their artwork, as well as their literary poems or other types of literary writings.",,"So our Muse consists of journalism, as well as we have students that submit artistic work for the Muse. And so they have publications in there of their artwork, as well as their literary poems or other types of literary writings."
T636,Q,"But this is stuff they're doing from their own creativity, not as a result of courses; is that Correct?",,"But this is stuff they're doing from their own creativity, not as a result of courses; is that Correct? ""This is stuff they're doing from their own creativity, not as a result of courses; is that Correct?"
T636,A,"There are things in the Muse that have been created in the art class and/or the English class. If there's a poem written, they are able to submit it to the Muse —",cond_real,"There are things in the Muse that have been created in the art class and/or the English class. If there's a poem written, they are able to submit it to the Muse."
T636,Q,But there are --,disfluency_correction,"But there are -- there are -- no, there are not many of them. But there are -- there are -- many of them, and they're all over the world."
T636,A,--for publication.,disfluency_correction,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Join us for a weekly Travel Snapshots gallery. Visit our Travel Snapshots gallery for next week.
T636,Q,"-- also people who just do their writing at home on the weekend, and they submit it, and it gets accepted; is that correct?",disfluency_correction,"-- also people who just do their writing at home on the weekend, and they submit it, and it gets accepted; is that correct?"
T636,A,Yes.,,Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes.
T636,Q,"So for those people who are not doing it for a course, how is it curriculum-related?",,"So for those people who are not doing it for a course, how is it curriculum-related? How is it curriculum-related? How is it curriculum-related?"
T636,A,"You said for those people that are not doing it for a course, how is it curricular-related?",,"You said for those people that are not doing it for a course, how is it curricular-related? You said for those people that are not doing it for a course, how is it curricular-related?"
T636,Q,Right,,Right.
T636,A,"We -- I mean, the goal of high school is to hope that these kids will continue in the courses and expand their knowledge of it or expand their practice of it.",disfluency_gen,"We -- I mean, the goal of high school is to hope that these kids will continue in the courses and expand their knowledge of it or expand their practice of it."
T636,Q,Okay.,,Okay.
T636,A,And I think we probably all can agree that all overall goal of high school is to have kids go out and take what they've learned in class and apply it to jobs or skills. So it gives them opportunities to continue practicing their writing or their publications or their artwork.,uncertainty_hedge,High. It gives them opportunities to continue practicing their writing or their publications or their artwork. It gives them opportunities to continue practicing their writing or their artwork. It gives them opportunities to continue practicing their artwork.
T665,Q,"Is there a concern that if you propose the GSA as an official club, that there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?","cond_unreal, uncertainty_hedge","Is there a concern that if you propose the GSA as an official club, there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?"
T665,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T665,Q,So what is the impediment today to requesting that the GSA be a -- become an official club?,disfluency_correction,So what is the impediment today to requesting that the GSA be a -- become an official club? You tell us what is the impediment today to requesting that the GSA be an official club.
T665,A,What would they have to do to become an official club?,cond_real,What would they have to do to become an official club? Click here to find out what they would have to do to become an official club.
T665,Q,Sure.,,Sure. Sure. Sure. I'll take it. I'll take it. I'll take it. I'll take it. I'll take it.
T665,A,"They would need to write a proposal and show that they can have sustainability. And then we'd have to analyze how that fits into our curriculum. And then, ultimately, the School Board gets to decide those that are proposed.","conditional_gen, temp","They would need to write a proposal and show that they can have sustainability. And then we'd have to analyze how that fits into our curriculum. And then, ultimately, the School Board gets to decide those that are proposed."
T665,Q,"But, as of today, you're unwilling to commit to allowing -- to proposing them because of your concern about the past history and the sporadic nature of the club; is that correct?","disfluency_gen, temp","But, as of today, you're unwilling to commit to allowing -- to proposing them because of your concern about the past history and the sporadic nature of the club; is that correct?"
T665,A,Correct.,,Correct.
T665,Q,"And what would they have to do to overcome that, in your estimation?","uncertainty_hedge, conditional_gen","And what would they have to do to overcome that, in your estimation? What would they have to do to overcome that, in your estimation?"
T665,A,"I would like to see more curricular connections with it, not just coming up in times of controversy, so that I know that kids are gaining something related to the academics out of it.",cond_real,"I would like to see more curricular connections with it, not just coming up in times of controversy. I know that kids are gaining something related to the academics out of it."
T665,Q,"And the controversy you referred to is the controversy over the teachers not allowed to post --
I think there were flags or LGBTQ-supporting information in the classroom; is that correct?
",uncertainty_hedge,I think there were flags or LGBTQ-supporting information in the classroom; is that correct? I think there were flags or LGBTQ-supporting information in the classroom; is that correct?
T665,A,"Right. I would just like to see them sustain for support for each other versus just coming and going, electing leaders that elect new officers at the end of the year and then they carry it over into the next year. And they've not been able to sustain themselves.",cond_real,"Right. I would just like to see them sustain for support for each other versus just coming and going, electing leaders. And they've not been able to sustain themselves."
T665,Q,"But you agree that if they could advertise in the school and spread the word around about their existence as an official club, that would help attract students; is that fair?",cond_real,"But you agree that if they could advertise in the school and spread the word around about their existence as an official club, that would help attract students. Is that fair?"
T665,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T665,Q,Why?,,Why? Why? Why? Why? Why? Why? Why? Why? Why? Why? Why?
T665,A,"We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership. Because of today's world we have social media. We have multiple other ways to advertise.",,"We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership. Because of today's world we have social media. We have multiple other ways to advertise."
T665,Q,"You don't think being able to advertise and being able to be known as an official club, being in the Student Handbook, would be beneficial to any club, in terms of its support?",cond_real,"You don't think being able to advertise and being able to be known as an official club, being in the Student Handbook would be beneficial to any club, in terms of its support?"
T665,A,"I'm not saying whether it would or would not be beneficial to it. I can tell you that there are
clubs that do not get advertised that have a large membership base.",cond_unreal,I'm not saying whether it would or would not be beneficial to it. I can tell you that there areclubs that do not get advertised that have a large membership base.
T723,Q,Did you strike Mr. Terranova?,,Did you strike Mr. Terranova? Did you strike Mr. Terranova? Did you strike Mr. Terranova? Did you strike Mr. Terranova? Did you strike Mr. Terranova?
T723,A,I defended myself after he struck me.,temp,I defended myself after he struck me. I defended myself after he struck me. I defended myself after he struck me. I defended myself after he struck me. I defended myself after he struck me.
T723,Q,"Right. And in defending yourself, did you strike Mr. Terranova?",,"Right. And in defending yourself, did you strike Mr. Terranova? Right. And in defending yourself, did you strike Mr. Terranova?"
T723,A,"I did not strike him, no.",,"I did not strike him, no. I did not strike him, no. I did not strike him, no. I did not strike him, no."
T723,Q,In what manner did your body come into contact with his?,,In what manner did your body come into contact with his? In what manner did your body come into contact with his? In what manner did your body come into contact with his?
T723,A,"I basically grabbed his arm when he jabbed his pen in me, at my hand and poked my hand, and then after he hit me on the side of the head twice with his left arm, I basically defended myself. I got up and I was blocking myself, and as I was blocking myself, I was pushing him up against the wall and I put my fingers into his eyes to defend myself, disarming him of his pen.","disfluency_gen, temp","I basically grabbed his arm when he jabbed his pen in me, at my hand and poked my hand, and then after he hit me on the side of the head twice with his left arm, I basically defended myself. As I was blocking myself, I was pushing him up against the wall and I put my fingers into his eyes to defend myself, disarming him of his pen."
T723,Q,Did you put your fingers in his eyes just once?,,Did you put your fingers in his eyes just once? Did you put your fingers in his eyes just once? Did you put your fingers in his eyes just once? Did you put your fingers in his eyes just once?
T723,A,"I kept pressure on -- with my hands over his face and over his eyes as we fell towards the wall where the emergency — not the emergency, where the notification button is to the — to the tower.","disfluency_gen, disfluency_correction, disfluency_repeat","I kept pressure on -- with my hands over his face and over his eyes as we fell towards the wall where the emergency — not the emergency, where the notification button is to the — to the tower."
T723,Q,Okay. Did any -- at any point that morning did any deputies enter the attorney conference room?,"disfluency_gen, disfluency_correction",Okay. Did any -- at any point that morning did any deputies enter the attorney conference room? Did any deputies enter the attorney conference room? Did any deputies enter the attorney conference room?
T723,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T723,Q,"All right. So according to your complaint, you say that Deputy Thompson arrived first at -- in the inmate side of the hall; is that correct ?",disfluency_correction,"All right. So according to your complaint, you say that Deputy Thompson arrived first at -- in the inmate side of the hall; is that correct ?"
T723,A,"Yes, the first officer with his K-9.",,"Yes, the first officer with his K-9. Yes, the first officer with his K-9. Yes, the first officer with his K-9."
T723,Q,Can you describe for me what he did when he arrived?,,Can you describe for me what he did when he arrived? Can you describe for me what he did when he arrived? Can you describe what he did when he arrived? Can you describe what he did when he arrived?
T723,A,"I was standing at the door ready to walk out, waiting for the door to open up. Once it clicked, they open it up and I walked towards the door and he grabbed me by my shirt, but he didn't pull me out, I walked out on my own will, own free-will. He basically had ahold of my shirt. That's pretty much as I exited.","disfluency_gen, uncertainty_hedge, temp","I was standing at the door ready to walk out, waiting for the door to open up. Once it clicked, they open it up and I walked towards the door. He grabbed me by my shirt, but he didn't pull me out. I walked out on my own will, own free-will."
T723,Q,Can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him?,uncertainty_hedge,Can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him? I would like to hear from you.
T723,A,"Yeah, basically, there's a — there's a few things. I followed his order to sit down on the ground. That's what -- that's what his first order was, so I sat down on the ground. And then he immediately said no, I want you facedown on the ground in a prone position. He was cursing while he was doing this. And at me to do it, get down on the fucking ground, and I did all of those things. I conceded and did not resist. He testified to that. You were there in the courtroom when he testified to that.","disfluency_gen, uncertainty_hedge","""I followed his order to sit down on the ground. That's what -- that's what his first order was, so I sat down on the ground,"" he says. ""Then he immediately said no, I want you facedown on the ground in a prone position"" ""I conceded and did not resist,"" he says."
T723,Q,Did Deputy Thompson use force against you?,,Did Deputy Thompson use force against you? Did Deputy Thompson use force against you? Did Deputy Thompson use force against you? Did Deputy Thompson use force against you?
T723,A,Did he use force againse me?,,Did he use force againse me? Did he use force againse me? Did he use force againse me? Did he use force againse me?
T723,Q,Yes.,,Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes.
T723,A,"Well, what — what he did was, he was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. His K-9 dog was biting at my leg and I ended up trying to protect my leg because he was up on my upper back now, I am protecting my leg with my right hand while he was biting at my leg. The dog ended up biting my hand, my right hand.","disfluency_gen, temp","""He was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. I ended up trying to protect my leg because he was up on my upper back now"""
T723,Q,"I am sorry, the dog bit your right hand or your leg or both?",,"I am sorry, the dog bit your right hand or your leg or both. I am sorry, the dog bit your right hand or your leg or both?"
T723,A,My right hand. My right hand.,disfluency_repeat,My right hand. My right hand. My right hand. My right hand. My right hand. My right hand. My right hand. My right hand.
T723,Q,So the dog did not bite either of your legs?,,So the dog did not bite either of your legs? So the dog did not bite either of your legs? So the dog did not bite either of your legs?
T723,A,"He was biting at my leg. He was biting at my leg, at my upper thigh and at my buttocks. My — and then that's where my hand was, so I put my hand there, you know, to shoo him away and then he bit my hand too. The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all and basically he was using extra force on my back.",disfluency_gen,"He was biting at my leg. He was biting at my leg, at my upper thigh and at my buttocks. The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all."
T723,Q,Can you describe what he was doing on your back?,,"CanCan you describe what he was doing on your back? If you can, send us a photo of what he was doing on your back. Can you describe what he was doing on your back?"
T723,A,"Leaning on my back. I don't know, I was facedown, but my back — he was on my upper part of my body.","uncertainty_gen, disfluency_gen","Leaning on my back. I don't know, I was facedown, but my back — he was on my upper part of my body."
T723,Q,"And you described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back?",,"And you described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back? You described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back?"
T723,A,I'm sorry?,,I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry?
T723,Q,"You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?",cond_real,"You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?"
T723,A,"I was like -- I was facedown. They just -- I just explained it to you, the dog was biting at my leg and -- ",disfluency_gen,"I was like -- I was facedown. They just -- I just explained it to you, I just explained it to you, the dog was biting at my leg and --"
T723,Q,So is it accurate you were moving as Deputy Thompson was leaning on your back?,,So is it accurate you were moving as Deputy Thompson was leaning on your back? Is it accurate you were moving as Deputy Thompson was leaning on your back?
T723,A,"I was laying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away, and he was on my back, so I am just showing you so you can see, so if I am facedown, I am shooing away. You can't see my arm, but basically it was down by my buttocks where my arms are. The length of my arm.","uncertainty_hedge, disfluency_correction","I was laying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away."
T723,Q,"All right, so you just put your arm straight back, almost as if -- it looks like you were maybe partway to a position you would take to be handcuffed behind your back, is that an accurate description of what you just did with your body?","cond_unreal, uncertainty_hedge, disfluency_repeat","All right, so you just put your arm straight back, almost as if -- it looks like you were maybe partway to a position you would take to be handcuffed behind your back. Is that an accurate description of what you just did with your body?"
T723,A,"Correct, if your hands are to the side, you know, and then eventually you're going to be handcuffed, you know, so they're going — only going to go a short distance from where they are on the side.","cond_real, uncertainty_hedge, disfluency_repeat","Correct, if your hands are to the side, you know, and then eventually you're going to be handcuffed, you know, so they're going — only going to go a short distance from where they are on the side."
T723,Q,Okay. The dog was leashed; is that correct?,,Okay. The dog was leashed; is that correct? Yes. The dog was leashed; is that correct? Yes. The dog was leashed; is that correct? Yes.
T723,A,"Yes, he was.",,"Yes, he was. Yes, he was. He was. Yes, he was. He was. Yes, he was. He was."
T723,Q,Did there come a time where Deputy Thompson did not have -- was not holding the leash?,disfluency_correction,Did there come a time where Deputy Thompson did not have -- was not holding the leash? Did there come a time where Deputy Thompson did not have -- was not holding the leash?
T723,A,"It didn't appear. He had to have the leash, because the dog was not in the camera, not in the surveillance. He wasn't in the surveillance camera, but the dog is there because you see him running. You see him running.","uncertainty_hedge, disfluency_repeat","It didn't appear. He had to have the leash, because the dog was not in the camera, not in the surveillance. He wasn't in the surveillance camera, but the dog is there because you see him running."
T723,Q,I guess --,"disfluency_gen, uncertainty_hedge",I guess -- I guess -- I guess -- I guess -- I guess -- I guess -- I guess -- I guess -- I guess -- I guess -- I guess --
T723,A,"I don't know what's going on. Am I getting back — back noise? He was running down the hallway with the dog, so we know the dog is there, but the camera, surveillance camera doesn't cover the entire view of the corridor. For some reason this is two to three feet from the ground up, so you don't see the dog and that's why you don't see the dog in the photos, but you see the dog in the video until he's out of the -- out of the video screen.",disfluency_repeat,"The man was running down the hallway with the dog, so we know the dog is there, but the camera, surveillance camera doesn't cover the entire view of the corridor. For some reason this is two to three feet from the ground up, so you don't see the dog."
T723,Q,"I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands? And if you don't know, that's fine too.","cond_real, uncertainty_hedge","I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands? And if you don't know, that's fine too."
T723,A,"Oh, I don't know.",uncertainty_hedge,"Oh, I don't know.Oh, I don't know.Oh, I don't know.Oh, I don't know."
T723,Q,"Okay. You're not claiming that the dog was instructed to bite you, are you?",,"Okay. You're not claiming that the dog was instructed to bite you, are you? You're not claiming that the dog was instructed to bite you, are you?"
T723,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T723,Q,Did Deputy Thompson handcuff you?,,Did Deputy Thompson handcuff you? Did Deputy Thompson handcuff you? Did Deputy Thompson handcuff you? Did Deputy Thompson handcuff you? Did Deputy Thompson handcuff you?
T723,A,"I -- I don't know, I was facedown.","uncertainty_hedge, disfluency_repeat","I -- I don't know, I was facedown. I -- I don't know, I was facedown. I -- I don't know."
T723,Q,And what's your recollection of how many times you were bitten by the dog?,,And what's your recollection of how many times you were bitten by the dog? Share your memories in the comments below or send us a video of your own.
T723,A,"He was biting at my leg and he bit my hand the one time and then -- and then the other officers got there, they were grabbing my hand and arms, bending my arms behind my back, so I don't know after that point. There was additional officers that were on the scene now. Where the excessive force is, is that Deputy Thompson had control of me down on the ground. He could have called off the dog, no pun intended, off the dogs that were running down on me, which was about six, six or seven deputies and he didn't do any of that.","uncertainty_hedge, disfluency_repeat, temp, cond_unreal","He was biting at my leg and he bit my hand the one time and then -- and then the other officers got there, they were grabbing my hand and arms, bending my arms behind my back, so I don't know after that point. There was additional officers that were on the scene now. Where the excessive force is, is that Deputy Thompson had control of me down on the ground."
T723,Q,"Just to clarify, when you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies?",,"Just to clarify, when you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies?"
T723,A,That's correct.,,That's correct. That's correct. That's correct. That's correct. That's correct. That's correct. That's correct. That's correct.
T723,Q,Okay.,,Okay.
T723,A,"They were running, they ran down the hall. It's in the video. And basically they ran down on the hall out of control, jumping on me and doing whatever. I don't know who had my arms or who didn't have my arms, but there was six officers on top of me because they're on the screen, there's nowhere else they could be but on the top of me, because the camera has a full view of the room, of the hallway, excuse me, the four foot wide hallway, except for two to three feet, so everybody had to be on top of me at some part of my body.","uncertainty_hedge, disfluency_correction","They were running, they ran down the hall. It's in the video. And basically they ran down on the hall out of control, jumping on me and doing whatever. I don't know who had my arms or who didn't have my arms, but there was six officers on top of me."
T723,Q,Okay. The next person that I want to talk about is Sergeant Biegaj,,Okay. The next person that I want to talk about is Sergeant Biegaj. The next person that I want to talk about is Sergeant Biegaj.
T723,A,That's correct. Yeah.,,That's correct. Yeah. That's correct. That's correct. Yeah. That's correct. That's correct. That's correct. That's correct.
T723,Q,Can you describe for me what he did?,,Can you describe for me what he did? I want to know what he did. Can you describe for me what he did? I want to know what he did.
T723,A,"Well, just from reviewing the video, and this is how I can recollect, that he came — he was the first officer to arrive after Deputy Thompson and he went down on his knees on my back and one of his knees must have struck the floor.","disfluency_correction, uncertainty_hedge","""He went down on his knees on my back and one of his knees must have struck the floor,"" he said. ""He was the first officer to arrive after Deputy Thompson and he went down on his knees on my back"""
T723,Q,"Went down on his knees, did you say on your back?",,"Went down on his knees, did you say on your back? ""He went down on his knees, did you say on your back?"""
T723,A,Yes.,,Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes.
T723,Q,Do you know which of his knees was on your back or was it both?,,Do you know which of his knees was on your back or was it both? Do you know which of his knees was on your back or was it both?
T723,A,"I was facedown, I don't know. I am only going by with the film, what's in the film and on the film. He was jumping. You could see he was jumping and then a couple minutes later, a couple seconds, not minutes, a couple seconds later he's -- he's hopping around down the hallway supposedly with some type of injury from -- from falling on his knee .","uncertainty_hedge, disfluency_repeat, disfluency_correction","I was facedown, I don't know. He was jumping. You could see he was jumping and then a couple minutes later, a couple seconds, not minutes, a couple seconds later he's -- he's hopping around down the hallway supposedly with some type of injury from -- from falling on his knee."
T723,Q,Okay. And you were facedown when this occurred; is that right?,,Okay. And you were facedown when this occurred; is that right? Yes. And you were facedown when this occurred; is that right? Yes.
T723,A,That is correct.,,That is correct. That is correct. That is correct. That is correct. That is correct. That is correct. That is correct. That is correct.
T723,Q,Okay. And so how was it that you know that it was Sergeant Biegaj who did this?,,Okay. And so how was it that you know that it was Sergeant Biegaj who did this? And so how was it that you know that it was Sergeant Biegaj who did this?
T723,A,"The film. I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position and he certainly wasn't reaching down to handcuff me. He was -- he's jumping down. You can see he's running down on me.",disfluency_correction,"The film. I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position. He was -- he's jumping down. You can see he's running down on me."
T723,Q,"Did you know Sergeant Biegaj before March 9, 2018?",temp,"Did you know Sergeant Biegaj before March 9, 2018? Did you know Sergeant Biegaj before March 9, 2018? Did you know Sergeant Biegaj before March 9, 2018?"
T723,A,I certainly did.,,I certainly did. I certainly did. I'm glad I did. I'm glad I did. I'm glad I did. I'm glad I did.
T723,Q,"What about Deputy Thompson, did you know him before the date of this incident?",temp,"What about Deputy Thompson, did you know him before the date of this incident? Did you know him before the date of this incident? Did you know him before the date of this incident?"
T723,A,Deputy who?,,"DepDeputy. ""Deputy. ""Deputy. ""Deputy. ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"" ""Deputy"""
T723,Q,Thompson.,,Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson. Thompson.
T723,A,Did not. Never interacted with Deputy Thompson.,,Did not. Never interacted with Deputy Thompson. Never interacted with Deputy Thompson. Never interacted with Deputy Thompson. Never interacted with Deputy Thompson. Never interacted with Deputy Thompson.
T723,Q,And have you described everything that Sergeant Biegaj did that you claim was excessive force ?,,And have you described everything that Sergeant Biegaj did that you claim was excessive force ? Have you described everything that Sergeant Biegaj did that you claim was excessive force ?
T723,A,"Yeah, he put his knee on my back when I was in a prone position.",,"Yeah, he put his knee on my back when I was in a prone position.Yeah, he put his knee on my back when I was in a prone position."
T723,Q,Your complaint then says that Deputy Shawn Wilson and Sergeant Dee grabbed your hands and arms and were bending and twisting them in an abnormal fashion; is that accurate?,,Your complaint then says that Deputy Shawn Wilson and Sergeant Dee grabbed your hands and arms and were bending and twisting them in an abnormal fashion; is that accurate?
T723,A,Yeah.,,Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.Yeah.
T723,Q,"Okay. Did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident?",disfluency_correction,"Okay. Did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident? Did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident?"
T723,A,"I knew Seargeant Dee. I also knew Deputy Wilson, but no interaction. But I had interactions with Sergeant Dee.",,"I knew Seargeant Dee. I also knew Deputy Wilson, but no interaction. But I had interactions with Sergeant Dee. I also knew Deputy Wilson, but no interaction."
T723,Q,"Okay, can you break it down for me between those two individuals, who did what?",,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots. Visit CNN.com/Travel each week for a new gallery of snapshots.
T723,A,"I was facedown. They were — they were part of the report, the report that I read for the disturbance. They were saying that they were grabbing my arms. Only takes about, if you're in a prone position and your hands are behind the back, you only need to put the handcuffs on, it takes about five seconds to put the handcuffs on you and then pick you up. I was down on the ground for a minute, 20 seconds facing down.","temp, uncertainty_hedge, disfluency_repeat","I was facedown. They were — they were part of the report, the report that I read for the disturbance. They were saying that they were grabbing my arms. Only takes about, if you're in a prone position and your hands are behind the back, you only need to put the handcuffs on, it takes about five seconds to put the handcuffs on you."
T723,Q,What report ar you talking about?,,What?. What report ar you talking about?. What report ar you talking about? What report ar you talking about? What report ar you talking about? What report ar you talking about?
T723,A,I'm sorry?,uncertainty_hedge,I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry? I'm sorry?
T723,Q,What report are you talking about? You said that it was in the report?,,What report are you talking about? You said that it was in the report. What report are you talking about? You said that it was in the report.
T723,A,"The — Sergeant Smaziak, he's the investigative reporter, he did a report on — on each one person and who grabbed what and how they grabbed my arms and, you know, how they picked me up. It was in -- it's in his report. ","disfluency_repeat, disfluency_correction","The — Sergeant Smaziak, he's the investigative reporter, he did a report on — on each one person and who grabbed what and how they grabbed my arms. It was in -- it's in his report."
T723,Q,"Are you talking about the Erie County Sherrif's Office Inmate -- or excuse me, Incident Report?",disfluency_correction,"Erie County Sherrif's Office Inmate -- or excuse me, Incident Report -- is in jail. He's being held at the Erie County Sherrif's Office."
T723,A,"It's an incident report, yeah. I mean, again, like I said, I don't have that in front of me —","uncertainty_hedge, disfluency_correction","It's an incident report, yeah. I mean, again, like I said, I don't have that in front of me — I don't have that in front of me."
T723,Q,I understand.,,I understand. I understand. I understand. I understand. I understand. I understand. I understand. I understand. I understand. I understand. I understand.
T723,A,-- but I know that Seargeant Smaziak put it together,,Sgt. Smaziak put it together. I know that Seargeant Smaziak put it together. But I know that Seargeant Smaziak put it together.
T723,Q,"All right. And does -- well, strike that. Can you describe for me what Shawn Wilson did that twisted your arms in an abnormal fashion?",disfluency_correction,All right. Can you describe for me what Shawn Wilson did that twisted your arms in an abnormal fashion? Can you describe for me what Shawn Wilson did that twisted your arms in an abnormal fashion?
