ID,Excerpt,Feature,SubFeature,GoldSummary,gpt_default,gpt_feature_preserving,gpt_legal_context,gpt_bias_aware
83.0,"Well, I think he might have been upset about the decision, you know? I mean, it seemed like he wasn't very happy when he left the room. But I could be misreading the situation entirely.",Women's Speech,Collaborative + hedged interpretation,"The deponent thinks he might have been upset about the decision and it seemed like he wasn't happy when leaving, but acknowledges she could be misreading the situation entirely.","The witness believes that the person in question may have been upset about a decision based on their demeanor when leaving the room, but acknowledges that they could be misinterpreting the situation.","The witness stated that they think the person could have been upset about the decision and it seemed like they weren't very happy when they left the room. However, the witness acknowledged the possibility of misreading the situation entirely.","The witness expressed uncertainty about the individual's feelings, stating that he might have been upset about the decision and appeared unhappy when leaving the room. However, the witness acknowledged the possibility of misinterpreting the situation entirely.","The speaker mentioned that they believe the person might have been upset about the decision because he didn't seem very happy when he left the room. However, they also acknowledged that they could be completely wrong about their interpretation of the situation."
84.0,"I'm not sure if this is relevant, but it feels like there might have been some tension in the office that day. I don't want to speculate too much, but several people seemed a bit on edge, if that makes sense.",Women's Speech,Uncertainty + collaborative checking,"The deponent isn't sure if it's relevant, but feels there might have been tension that day and doesn't want to speculate too much, though several people seemed on edge.","The witness mentioned that there may have been tension in the office that day, with several people appearing on edge. They were cautious not to speculate further but noted the general atmosphere of unease among the employees.","The witness mentioned that there might have been some tension in the office that day, but they are not entirely sure if it is relevant. They think that several people seemed a bit on edge, but they don't want to speculate too much.","The deponent expressed uncertainty about the relevance but indicated a feeling of possible tension in the office that day. The deponent hesitated to speculate further but noted that several individuals appeared somewhat on edge, if that interpretation is understood.","The speaker mentioned that there might have been some tension in the office that day. They weren't completely sure if it was relevant, but they felt like some people were a bit on edge."
85.0,"I believe the email was sent sometime in the morning, probably around nine-thirty or so. At least, that's my recollection, though I could certainly be mistaken about the timing.",Women's Speech,Qualified certainty + hedging,"The deponent believes the email was sent around nine-thirty in the morning, at least according to her recollection, though she could be mistaken about the timing.","The witness testified that they believe the email was sent in the morning, likely around 9:30, but they acknowledged that they could be mistaken about the exact timing.","The witness stated that they think the email was sent in the morning, possibly around nine-thirty. They mentioned that this is their recollection, but they could be mistaken about the timing.","The witness stated that they believe the email was sent in the morning, likely around nine-thirty. However, they acknowledged uncertainty by stating that their recollection could be mistaken regarding the timing.","The email, I think, was sent in the morning, like around nine-thirty maybe. That's what I remember, but I could be wrong about the exact time."
86.0,"It's hard to say for sure, but I think maybe the project was running behind schedule. I mean, that's the impression I got from the conversations, but I don't want to make assumptions.",Women's Speech,Uncertainty + interpretive hedging,"The deponent says it's hard to say for sure, but thinks maybe the project was behind schedule based on her impression from conversations, though she doesn't want to make assumptions.","The witness believes that the project may have been running behind schedule based on conversations they had, but they are hesitant to make assumptions.","The deponent expressed uncertainty about the project timeline, suggesting that it might have been running behind schedule based on conversations. However, they were hesitant to make assumptions.","The witness expressed uncertainty about the project schedule, indicating that it may have been running behind based on conversations. However, the witness hesitated to make definitive statements and emphasized not wanting to make assumptions.","The project might have been running late, based on what I heard in the talks. But, like, I don't want to jump to conclusions or anything."
87.0,"I suppose it's possible that I misunderstood the instructions. Perhaps they meant something different than what I initially thought. I should have asked for clarification, really.",Women's Speech,Self-doubt + responsibility-taking,"The deponent supposes it's possible she misunderstood the instructions and perhaps they meant something different than she initially thought, acknowledging she should have asked for clarification.",The person giving the deposition admits that they may have misunderstood the instructions and should have asked for clarification.,"The deponent expressed uncertainty about understanding the instructions, suggesting a possibility of misunderstanding. They considered the potential for a different interpretation and acknowledged a need for clarification.",The deponent expresses uncertainty about whether they misunderstood the instructions and suggests that there may have been a different interpretation. They admit that they should have sought clarification.,The speaker seems to be unsure about understanding the instructions correctly. They think maybe they got it wrong and should have asked for clarification.
88.0,"Well, I think the contract might need some revisions, you know? I mean, there are a few clauses that seem a bit unclear to me. But maybe that's just my interpretation of the language.",Women's Speech,Tentative criticism + collaborative discourse,"The deponent thinks the contract might need revisions because some clauses seem unclear to her, but acknowledges that might just be her interpretation of the language.",The witness expressed concerns about the clarity of certain clauses in the contract and suggested that revisions might be needed. They mentioned that their interpretation of the language could be a factor in their perception of the unclear clauses.,The witness stated that they think the contract might need some revisions and that there are a few clauses that seem a bit unclear to them. They mentioned that it could be their interpretation of the language causing the confusion.,"The witness expressed uncertainty about the clarity of certain clauses in the contract, suggesting that revisions might be necessary. The witness indicated that their interpretation of the language could be a factor in their perception of the contract's clarity.",The speaker mentioned that they feel like the contract could use some changes because some parts are a bit unclear to them. They mentioned that it might just be their own understanding of the language.
89.0,"I'm pretty sure the deadline was supposed to be Friday, but I don't want to say that with complete certainty. It's possible I'm remembering wrong, so you might want to double-check that information.",Women's Speech,Qualified assertion + helpful suggestion,"The deponent is pretty sure the deadline was Friday but doesn't want to say that with complete certainty, noting it's possible she's remembering wrong and suggesting to double-check.",The witness believes the deadline was supposed to be on Friday but is not completely certain. They suggest double-checking the information to confirm.,"The witness indicated that they think the deadline was supposed to be Friday, but they don't want to state that with complete certainty. They mentioned it's possible they are remembering wrong, so it might be a good idea to double-check that information.","The deponent stated that they are pretty sure the deadline was supposed to be Friday, but they do not want to say that with complete certainty. They mentioned it is possible they are remembering wrong, so it might be advisable to double-check that information.","The person thinks the deadline was maybe on Friday, but they're not totally sure. They don't want to say for sure because they could be wrong. It might be a good idea to verify that detail."
90.0,"If I remember correctly, and I might not be, the invoice was supposed to be processed last week. But I'm thinking there could have been a delay or something. I hope I'm not causing any confusion here.",Women's Speech,Memory hedging + apologetic concern,"The deponent thinks she remembers the invoice was supposed to be processed last week but acknowledges she might not remember correctly, suggesting there could have been a delay and hoping she's not causing confusion.","The witness stated that the invoice was supposed to be processed last week, but there may have been a delay. They expressed uncertainty about their recollection and hoped they were not causing any confusion.","The witness testified that, if they recall correctly, the invoice was supposed to be processed last week, but there might have been a delay or something. They expressed uncertainty and hoped they were not causing any confusion.","The witness stated that, to the best of their recollection, the invoice was expected to be processed the previous week, although there is a possibility of error in their memory. They mentioned a potential delay but were unsure about the specifics. The witness expressed a concern about causing confusion with their statement.","The invoice was supposed to be processed last week, but there might have been a delay or something. I'm not sure, but I think that's what happened. I hope I'm not confusing things."
91.0,"I sort of got the impression that he wasn't entirely comfortable with the arrangement, you know what I mean? But then again, I might be reading too much into his body language. It's just a feeling I had.",Women's Speech,Impression hedging + collaborative checking,"The deponent got the impression he wasn't entirely comfortable with the arrangement but acknowledges she might be reading too much into his body language, describing it as just a feeling.","The speaker felt that the person they were referring to might not have been completely comfortable with the arrangement, but acknowledged that they could have been misinterpreting the person's body language.","The deponent mentioned that they sort of got the impression that the person wasn't entirely comfortable with the arrangement, but they also acknowledged that they might be reading too much into his body language. It's just a feeling they had.","The deponent expressed uncertainty about the other party's comfort with the arrangement, suggesting a possible discomfort based on body language. However, the deponent acknowledged that their interpretation could be subjective and speculative.","The speaker kinda felt like maybe the guy wasn't totally okay with the plan, you know? But then again, I could be overthinking his vibes. It's just a hunch I had."
92.0,"I want to say it was Tuesday when we discussed this, but I'm not one hundred percent certain. Actually, now that I think about it, it might have been Wednesday. Sorry, I know that's not very precise.",Women's Speech,Self-correction + apologetic uncertainty,"The deponent wants to say it was Tuesday when they discussed this but isn't certain, then thinks it might have been Wednesday, apologizing for not being precise.","The witness is unsure about the exact day of the discussion, initially thinking it was Tuesday but later considering it might have been Wednesday. The witness acknowledges the lack of precision in their recollection.","The witness mentioned that they think it was possibly Tuesday when the discussion took place, but they are not completely certain. Upon further consideration, they suggested it could have been Wednesday instead. They expressed uncertainty and apologized for the lack of precision.","The witness indicated that the discussion took place on either Tuesday or Wednesday, leaning towards Tuesday but not completely certain. Upon further reflection, the witness suggested it may have been Wednesday instead. The witness expressed uncertainty and apologized for the lack of precision in their recollection.","The speaker mentioned that they think it was Tuesday when the discussion happened, but they are not completely sure. Upon further reflection, they considered that it could have been Wednesday instead. They apologized for not being very precise."
93.0,"Well, from what I could tell, and I don't claim to be an expert or anything, the system seemed to be malfunctioning. But maybe someone with more technical knowledge would see it differently, I suppose.",Women's Speech,Expertise disclaimer + deference,"The deponent says from what she could tell the system seemed to be malfunctioning, but disclaims expertise and acknowledges someone with more technical knowledge might see it differently.","The witness stated that they observed the system malfunctioning, but acknowledged that they are not an expert. They suggested that someone with more technical knowledge might have a different interpretation.","The witness stated that, in their opinion and without claiming expertise, the system appeared to be malfunctioning. However, they acknowledged that someone with greater technical knowledge might have a different interpretation.","The witness expressed uncertainty about their expertise, stating that the system appeared to be malfunctioning from their perspective. They acknowledged the possibility that someone with more technical knowledge might have a different interpretation.","The system, like, wasn't working right, you know? But hey, I'm no expert or whatever. Maybe someone who knows more about this stuff might have a different take on it, I guess."
94.0,"I believe, though I could be mistaken, that she mentioned something about needing additional resources. But I wasn't really part of that conversation directly, so I might not have the full context.",Women's Speech,Qualified belief + context disclaimer,"The deponent believes she mentioned needing additional resources but could be mistaken, noting she wasn't directly part of the conversation and might not have full context.","The person testifying recalls that the individual mentioned something about needing more resources, but they were not directly involved in the conversation and may not have all the details.","The witness mentioned, I think, that she possibly talked about needing more resources. However, I could be wrong, as I wasn't directly involved in that conversation, so I might not have all the details.","The deponent stated that, to the best of their recollection, the individual in question may have referenced a requirement for extra resources. However, the deponent clarified that they were not directly involved in the conversation and therefore may not possess the complete context.","The speaker thinks, but maybe not for sure, that she said something about needing more resources. But I wasn't really involved in that talk, so I might not have all the details."
95.0,"It kind of seemed like the client wasn't satisfied with the proposal, if I'm being honest. But I don't want to put words in anyone's mouth. That was just my perception at the time.",Women's Speech,Tentative observation + disclaimer,"The deponent says it seemed like the client wasn't satisfied with the proposal, but doesn't want to put words in anyone's mouth, noting it was just her perception.","The witness felt that the client may not have been satisfied with the proposal, but they are unsure and do not want to assume anything.","The witness mentioned that it seemed like the client possibly wasn't satisfied with the proposal, if they are being honest. However, they didn't want to put words in anyone's mouth, as that was just their perception at the time.","The deponent expressed uncertainty regarding the client's satisfaction with the proposal, stating that it ""kind of seemed"" that way, but clarified that it was their own perception and did not want to assume the client's feelings.","The client, like, didn't really seem too happy with the proposal, you know? But, like, I don't wanna assume anything. That's just how I saw it, you know?"
96.0,"I'm fairly certain, well, reasonably certain anyway, that the payment was processed before the end of the month. Though I suppose there's always a chance I'm confusing it with another transaction.",Women's Speech,Downgraded certainty + alternative possibility,"The deponent is fairly certain the payment was processed before month-end, downgrading to reasonably certain and acknowledging she might be confusing it with another transaction.","The testimony suggests that the individual believes the payment was processed before the end of the month, but there is a slight uncertainty as they acknowledge the possibility of confusing it with another transaction.","The witness stated that they are fairly certain, well, reasonably certain anyway, that the payment was processed before the end of the month. However, they mentioned that there is a chance they could be confusing it with another transaction.","The witness stated that they are fairly certain, well, reasonably certain anyway, that the payment was processed before the end of the month. However, they acknowledged that there is a chance they may be confusing it with another transaction.","The speaker thinks, um, they're pretty sure, well, kinda sure, that the payment went through before the month ended. But, uh, maybe they're mixing it up with something else."
97.0,"If I understood him correctly, and I might not have because it was quite noisy, he said the shipment would arrive Thursday. But you know, I could have misheard. Maybe you should confirm with him directly.",Women's Speech,Conditional understanding + helpful deflection,"The deponent says if she understood correctly, he said the shipment would arrive Thursday, but notes it was noisy and she might have misheard, suggesting to confirm with him directly.","The witness heard that the shipment would arrive on Thursday, but due to the noise, they are unsure if they understood correctly. They suggest confirming directly with the person who provided the information to be certain.","The deponent mentioned that, if they understood correctly, the shipment could possibly arrive on Thursday. However, due to the noise, they might not have heard accurately. They suggested confirming directly with the person in question to avoid any potential misunderstanding.","The deponent stated that, to the best of their understanding, the shipment was expected to arrive on Thursday. However, they expressed uncertainty due to the noisy environment and the possibility of mishearing the information. They suggested verifying the details directly with the person involved to ensure accuracy.","The person, like, said something about the shipment coming on Thursday, but, like, it was really loud so I might have, like, misunderstood. You might wanna, like, double-check with him just to be sure."
99.0,"I have a vague recollection of discussing this issue, but I'm not entirely clear on all the details. It might have been during the quarterly review, or possibly earlier. I'm sorry I can't be more specific.",Women's Speech,Vague memory + temporal uncertainty,"The deponent has a vague recollection of discussing the issue but isn't clear on details, thinking it might have been during the quarterly review or earlier, apologizing for lack of specificity.","The witness vaguely remembers discussing the issue but is unsure of the details. They think it may have been during a quarterly review or earlier, but cannot provide specific information.","The deponent vaguely remembers discussing the issue, but is not entirely clear on all the details. It could have been during the quarterly review, or maybe even earlier. They express uncertainty and apologize for not being more specific.",The deponent vaguely recalls discussing the issue but is not entirely clear on all the details. The discussion may have taken place during the quarterly review or possibly earlier. The deponent expresses uncertainty and apologizes for not being more specific.,"The speaker vaguely remembers talking about this, but they're not completely sure about all the details. It could have been during the quarterly review, or maybe even before that. They apologize for not being able to provide more specific information."
100.0,"I tend to think that the problem started when we changed vendors, but that's just my opinion. Others might see it differently, and they could very well be right. I don't have all the information.",Women's Speech,Opinion hedging + deference to others,"The deponent tends to think the problem started when they changed vendors but frames it as just her opinion, acknowledging others might see it differently and could be right as she doesn't have all information.","The individual believes that the problem began when they changed vendors, but acknowledges that this is just their opinion. They recognize that others may have a different perspective and could be correct, as they do not have all the necessary information.","The witness believes that the issue may have arisen when the company switched vendors, but acknowledges that this is just their perspective. It is possible that others may have a different viewpoint, which could potentially be more accurate. The witness emphasizes that they do not possess all the necessary information to make a definitive statement.","The deponent believes that the issue may have arisen after switching vendors, but acknowledges this is just their opinion. They acknowledge that others may have a different perspective that could be correct, as they do not possess all the relevant information.","The issue might've begun when we switched vendors, at least that's what I think. But, you know, that's just my opinion. Others might have a different view, and they might actually be correct. I don't really have all the facts, you know."
,,,,,,,,
101.0,"I was, uh, I was walking to the parking lot, and I see—I saw—sorry, I saw the man with the blue jacket. He was, how do you say, he was moving very quickly towards the exit.",L2 Speech,Disfluency + self-correction + processing,"The deponent was walking to the parking lot and saw the man with the blue jacket moving very quickly towards the exit, with some hesitation in recounting the details.",The witness saw a man wearing a blue jacket moving quickly towards the exit as they were walking to the parking lot.,The witness stated that they were walking to the parking lot and observed a man with a blue jacket moving quickly towards the exit.,The witness stated that they were walking to the parking lot when they saw a man with a blue jacket moving quickly towards the exit.,"The person, like, um, was walking to the parking lot, and, like, they saw this man with the blue jacket, you know? He was, like, moving really fast towards the exit, I think."
102.0,"The meeting, it was supposed to be at ten-thirty, but I think—no, I know—it was delayed because the, um, the main presenter, she was not there yet. We wait maybe fifteen minutes.",L2 Speech,Repetition + self-correction + filled pauses,"The deponent explains the meeting was supposed to be at ten-thirty but was delayed because the main presenter wasn't there yet, and they waited maybe fifteen minutes.",The meeting was scheduled for ten-thirty but was delayed because the main presenter was not there yet. The meeting started about fifteen minutes late.,"The deposition testimony indicated that the meeting was scheduled for ten-thirty, but it might have been delayed because the main presenter, um, she was not there yet. The witness suggested that they waited maybe fifteen minutes.","The witness stated that the meeting was scheduled for ten-thirty, but they believe, or rather are certain, that it was delayed because the main presenter was not present. They waited for approximately fifteen minutes.","The meeting was, like, supposed to start at ten-thirty, but, um, I think—no, I'm pretty sure—it got delayed 'cause, you know, the main presenter, she wasn't there yet. So, like, we ended up waiting maybe like fifteen minutes or so."
103.0,"Um, the document, I remember it was—it was very important, yes? And, uh, and it had the, the signatures from both parties. I put it in the, how to say, the filing cabinet on the second floor.",L2 Speech,Filled pauses + confirmation seeking + processing,"The deponent remembers the document was very important and had signatures from both parties, explaining they put it in the filing cabinet on the second floor.",The witness stated that the document was important and contained signatures from both parties. They mentioned storing it in the filing cabinet on the second floor.,"The deponent recalled that the document was, um, very important, and, uh, it had, uh, the signatures from both parties. They, uh, put it in the, how to say, filing cabinet on the second floor.",The witness recalled that the document was perceived as very important and contained signatures from both parties. The witness stated that they placed the document in the filing cabinet on the second floor.,"The document, like, it was, you know, really important, I think? And, um, it had, like, the signatures from both parties. I, like, put it in the, uh, filing cabinet on the second floor."
104.0,"I-I was trying to understand what he was saying, but his, um, his English was—was also not perfect, you know? So we both struggle a little bit to communicate the details of the agreement.",L2 Speech,Repetition + empathetic acknowledgment + processing difficulty,"The deponent was trying to understand what he was saying, but notes his English wasn't perfect either, so they both struggled to communicate the agreement details.","The person giving the deposition testimony had difficulty understanding the other person due to their imperfect English, which made it challenging for both parties to communicate the details of the agreement.","The deponent mentioned that they were attempting to comprehend the other person's words, but noted that the individual's English proficiency was not ideal. As a result, both parties encountered difficulties in effectively communicating the specifics of the agreement.","The deponent expressed difficulty in understanding the other party due to their imperfect English, leading to struggles in communicating the details of the agreement.","The speaker was, like, trying to, um, get what the other person was saying, but, you know, their English wasn't, like, perfect. So, yeah, it was kinda hard for both of us to, like, really understand the agreement details."
105.0,"The, uh, the supervisor, she told me that I need to, to finish the report by Wednesday. But I was confused because I thought—I thought she said Thursday before. So I ask her again to be sure.",L2 Speech,Filled pauses + repetition + confusion processing,"The deponent explains the supervisor told her to finish the report by Wednesday, but she was confused because she thought it was Thursday before, so she asked again to be sure.","The witness stated that their supervisor instructed them to complete a report by Wednesday, but they were confused because they thought the deadline was Thursday. They asked the supervisor again to clarify the deadline.","The witness mentioned that their supervisor, um, told them that they, uh, need to finish the report by Wednesday. However, the witness was, uh, confused because they, um, thought that the supervisor had said Thursday before. So, the witness, um, asked the supervisor again to be sure.","The witness stated that their supervisor instructed them to complete the report by Wednesday. However, the witness expressed uncertainty as they believed the deadline was originally communicated as Thursday. To clarify, the witness sought confirmation from the supervisor.","The supervisor, um, she told me to finish the report by Wednesday. But, like, I was confused 'cause I thought she said Thursday before. So I, like, asked her again to make sure."
106.0,"In my country, we, we do this process differently, yes? So when I see the American way, I was, um, I was surprised and needed time to, to understand the correct procedure for filing the paperwork.",L2 Speech,Cultural reference + repetition + processing time,"The deponent explains that in her country they do this process differently, so she was surprised by the American way and needed time to understand the correct paperwork filing procedure.","The witness stated that they were initially surprised by the American way of doing a process, as it was different from what they were used to in their country. They needed time to understand the correct procedure for filing the paperwork.","The witness mentioned that in their country, they do the process differently. They were surprised by the American way and needed time to understand the correct procedure for filing the paperwork.","The witness expressed that in their country, the process is done differently and they were surprised by the American way. They needed time to understand the correct procedure for filing the paperwork.","In my country, we, um, we have a different way of doing things, you know? So when I saw how Americans do it, I was, um, I was kind of surprised and needed some time to, you know, figure out the right way to fill out the paperwork."
107.0,"He was, uh, he was angry, I think. His face was, how do you say, red? And he was speaking very loud to the other employees. I feel uncomfortable, so I leave the room quickly.",L2 Speech,Processing + word searching + emotional response,"The deponent thinks he was angry, describing his red face and loud speaking to other employees, which made her feel uncomfortable so she left the room quickly.","The witness described seeing a person who appeared angry with a red face, speaking loudly to other employees. Feeling uncomfortable, the witness left the room promptly.","The deponent observed that the individual appeared angry, possibly, with a red face and speaking loudly to other employees. Feeling uncomfortable, the deponent quickly left the room.","The witness described the individual as appearing angry and speaking loudly to other employees, with a red face. The witness felt uncomfortable and quickly left the room.","He seemed, like, really mad, you know? His face was, like, all red and stuff. And he was, like, yelling at the other people there. I felt, like, really awkward, so I, like, got out of there fast."
108.0,"The computer system, it was—it was not working properly that day. I try many times to, to login, but always it shows error message. So I go to IT department for help with this problem.",L2 Speech,Repetition + processing difficulty + sequential narrative,"The deponent explains the computer system wasn't working properly that day, and despite trying many times to login, it always showed error messages, so she went to IT for help.","The individual's computer system was not working properly on that day, as they were unable to log in despite multiple attempts due to an error message. They sought assistance from the IT department to resolve the issue.","The deponent stated that the computer system, um, it was not working properly that day. They mentioned that they, uh, tried many times to login, but it always showed an error message. As a result, they, um, went to the IT department for help with this problem.","The witness stated that on the day in question, the computer system was not functioning correctly. They attempted multiple times to log in, but consistently received an error message. As a result, they sought assistance from the IT department to address the issue.","The computer system, like, it was, you know, not really working right that day. I, like, tried many times to, you know, login, but it kept showing, like, error messages. So, like, I went to the IT department for, like, help with this problem."
109.0,"I want to explain that the, the delay was not my fault, you understand? The shipping company, they deliver the materials one week late, and this make everything—everything behind schedule for our project.",L2 Speech,Emphasis + confirmation seeking + consequence explanation,"The deponent wants to explain the delay wasn't her fault, noting the shipping company delivered materials one week late, which put everything behind schedule for the project.","The person giving the deposition testimony explains that a delay in their project was not their fault. They state that the shipping company delivered materials one week late, causing everything to fall behind schedule for their project.","The deponent wants to clarify that, um, the delay in the project was not their fault, you know? They think that, uh, the shipping company might have delivered the materials one week late, and this could have possibly made everything—everything behind schedule for their project.","The deponent asserts that the delay was not their fault, emphasizing that the shipping company delivered the materials one week late, causing significant setbacks to the project schedule.","The delay, it wasn't me, you know? The shipping company, they brought the stuff a week late, and that messed up our project schedule."
110.0,"Um, the contract, I read it very carefully, yes, but some words, some legal words I don't understand completely. So I, I ask my colleague to help me to understand the meaning of these terms.",L2 Speech,Processing + acknowledgment of limitation + help-seeking,"The deponent read the contract carefully but didn't completely understand some legal words, so she asked her colleague to help her understand the meaning of these terms.",The witness stated that they carefully read the contract but did not fully understand some legal terms. They sought help from a colleague to understand the meaning of those terms.,"The witness stated that they read the contract very carefully, but they admitted to not fully understanding some legal terms. They mentioned asking a colleague for help in understanding the meaning of those terms.",The witness stated that they read the contract carefully but admitted to not fully understanding some legal terms. They sought assistance from a colleague to clarify the meaning of those terms.,"The person said they read the contract carefully, but they didn't fully understand some of the legal words. They asked their colleague for help in understanding those terms."
111.0,"The customer, he was—how can I explain—he was not happy with the service, I think. He speak very fast and I, I cannot catch all the words, but I understand he want to cancel the order, yes?",L2 Speech,Word searching + comprehension difficulty + confirmation,"The deponent explains the customer wasn't happy with the service, noting he spoke very fast and she couldn't catch all the words, but understood he wanted to cancel the order.","The testimony indicates that the customer was unhappy with the service and wanted to cancel the order, although the speaker had difficulty understanding the customer due to the fast speech.","The customer, um, he seemed, uh, not happy with the service, I think. He, uh, spoke very fast and, um, I couldn't catch all the words, but I, um, understood he, uh, wanted to cancel the order, maybe?","The witness indicated that the customer appeared to be unhappy with the service provided. The witness mentioned that the customer spoke quickly and some words were difficult to catch, but it was understood that the customer wanted to cancel the order.","The customer, like, he was, you know, not really happy with the service, I guess. He was talking really fast and, like, I couldn't catch everything he said, but I think he wanted to cancel the order, right?"
112.0,"When I arrive to the office—arrived, sorry—when I arrived to the office, the door was already open. This is, um, this is strange because usually I am the first person to come in the morning.",L2 Speech,Grammar self-correction + observation,"The deponent says when she arrived at the office the door was already open, which was strange because she's usually the first person to come in the morning.","The witness testified that upon arriving at the office, they noticed that the door was already open, which was unusual because they are typically the first person to arrive in the morning.","The witness stated that when they arrived at the office, the door was already open. They expressed uncertainty by saying ""this is, um, this is strange"" as they usually believe they are the first person to arrive in the morning.","The witness stated that upon their arrival to the office, they noticed that the door was already open. They expressed uncertainty about the situation, noting that it was unusual as they are typically the first person to arrive in the morning.","The door was, like, already open when I got to the office. It's, um, weird 'cause usually I'm the first one here in the morning."
113.0,"I remember the date very clear—clearly—because it was my daughter birthday. She turn, um, she turned eight years old that day, so I know for sure it was March fifteenth.",L2 Speech,Adverb correction + tense correction + certainty,"The deponent remembers the date clearly because it was her daughter's birthday when she turned eight, so she knows for sure it was March fifteenth.",The witness clearly remembers the date of the event because it was their daughter's eighth birthday on March 15th.,"The witness recalled the date vividly, stating that it was her daughter's birthday and she turned eight years old that day, so she believes it was March fifteenth.","The witness recalled the date with certainty, stating it was their daughter's eighth birthday on March fifteenth.","The speaker recalls the date vividly because it was their daughter's birthday. She, um, turned eight on that day, so they're pretty sure it was March fifteenth."
114.0,"The, the training session, it last—lasted—for three hours, maybe more. We have to, we had to complete many exercises, and some of them were, how to say, complicated for me to understand at first.",L2 Speech,Tense corrections + word searching + difficulty acknowledgment,"The deponent says the training session lasted for three hours or more, and they had to complete many exercises, some of which were complicated for her to understand at first.","The deposition testimony describes a training session that lasted for three hours or more. The session involved completing various exercises, some of which were initially difficult for the speaker to understand.","The training session lasted for about three hours, maybe more. We had to complete many exercises, and some of them were, um, how to say, complicated for me to understand at first.","The witness stated that the training session lasted for approximately three hours, possibly more. They mentioned that they had to complete numerous exercises, some of which were initially difficult for them to comprehend.","The training session, it, like, went on for, like, three hours, or maybe more. We had to do, like, a lot of exercises, and, you know, some of them were, like, kinda hard for me to get at first."
115.0,"My manager, she explain to me—explained, sorry—she explained that I must to follow the new protocol. But the instructions, they were in, um, in technical English, so I need extra time to study them carefully.",L2 Speech,Tense correction + modal construction + language barrier,"The deponent's manager explained she must follow the new protocol, but the instructions were in technical English, so she needed extra time to study them carefully.","The witness stated that their manager explained the need to follow a new protocol, but the instructions were in technical English, so they required extra time to study them carefully.","The witness testified that their manager, um, she explained to them that they, uh, must follow the new protocol. However, the instructions were, um, in technical English, so they, uh, need extra time to study them carefully.","The witness stated that their manager explained to them about following a new protocol. The witness mentioned that the instructions were in technical English, so they needed extra time to study them carefully.","The speaker's manager told them they had to follow a new protocol, but the instructions were in technical English, so they needed more time to study them carefully."
116.0,"I-I notice something was wrong when the, when the numbers don't match—didn't match. So I check again and again, maybe three or four times, to make sure I was not making mistake myself.",L2 Speech,Repetition + tense inconsistency + verification process,"The deponent noticed something was wrong when the numbers didn't match, so she checked three or four times to make sure she wasn't making a mistake herself.",The witness noticed a discrepancy in the numbers and checked multiple times to ensure they were not making a mistake.,"The witness indicated that they noticed something was amiss when the numbers did not match. They checked multiple times, around three or four times, to ensure that they were not making a mistake themselves.","The witness expressed uncertainty and hesitancy in their testimony, stating that they noticed an issue when the numbers did not match. They checked multiple times, about three or four times, to ensure they were not making a mistake themselves.","The speaker noticed something was wrong when the numbers didn't match. They checked multiple times, maybe three or four times, to make sure they weren't making a mistake themselves."
117.0,"The email, it was send—sent—on Monday morning, I believe. But the, um, the attachment, it was too large, so the email bounce back. I have to compress the file and send again.",L2 Speech,Passive voice attempt + technical issue explanation,"The deponent believes the email was sent Monday morning, but the attachment was too large so it bounced back, and she had to compress the file and send it again.","The witness stated that they sent an email on Monday morning, but the attachment was too large, causing the email to bounce back. They had to compress the file and resend it.","The witness stated that the email was sent on Monday morning, they think. However, the attachment was too large, so the email bounced back. They had to compress the file and send it again.","The witness stated that the email was sent on Monday morning, but there is some uncertainty as to the exact timing. The attachment was too large, causing the email to bounce back. The witness had to compress the file and resend it.","The email, um, it was sent on Monday morning, I think. But, uh, the attachment was too big, so the email bounced back. I had to, like, compress the file and send it again."
118.0,"During the conference call, I, I try to explain our position, but the connection was, was not good. Sometimes my voice cut off, and I have to repeat myself many times. It was, how you say, frustrating experience.",L2 Speech,Technical difficulty + repetition + emotion expression,"The deponent tried to explain their position during the conference call, but the connection was poor and her voice cut off, requiring her to repeat herself many times in what was a frustrating experience.","During the conference call, the speaker had difficulty explaining their position due to poor connection. Their voice would cut off, requiring them to repeat themselves multiple times, leading to a frustrating experience.","The deponent testified that during the conference call, they attempted to explain their position, but the connection was not good. They mentioned that their voice sometimes cut off, and they had to repeat themselves many times. They described the experience as frustrating.","During the conference call, the witness attempted to explain their position, but encountered issues with the connection. The witness mentioned that their voice cut off at times and they had to repeat themselves multiple times, leading to a frustrating experience.",
119.0,"I work with him for, for two years now—no, wait, almost three years. Time pass so quickly, yes? He always very professional, but that day he seem, he seemed different, more stress than usual.",L2 Speech,Time correction + observation + tense mixing,"The deponent has worked with him for almost three years, noting time passes quickly, and while he's always professional, that day he seemed different and more stressed than usual.","The witness has worked with the person in question for almost three years. They noted that the person appeared more stressed than usual on a particular day, despite usually being very professional.","The witness has worked with the individual for almost three years, although they initially stated two years. They noted that time passes quickly. The individual is typically very professional, but on a particular day, the witness observed that he appeared more stressed than usual.","The witness has been working with the individual in question for almost three years, but there is some uncertainty about the exact duration. The witness noted that the individual is usually very professional, but on a particular day, they appeared more stressed than usual.",
